ID,glAccountNumber,userDefined1,userDefined2,journalEntryType,journalId,period,amount,amountCreditDebitIndicator,jeLineDescription,reportingAmountCurrency,transactionId,enteredBy,enteredDateTime,tags
12,000-1400-00,Prepaid Expenses,mini:Inventories,BBF,1,12/31/2023,45000,D,BEGINNING BALANCE,Z-US$,12,LESSON USER1,1/1/1990,mini:OpeningBalance
13,000-1410-00,Prepaid Insurance,mini:Inventories,BBF,1,12/31/2023,34349,D,BEGINNING BALANCE,Z-US$,13,LESSON USER1,1/1/1990,mini:OpeningBalance
14,000-1500-00,Furniture & Fixtures,mini:PropertyPlantAndEquipment,BBF,1,12/31/2023,543695.97,D,BEGINNING BALANCE,Z-US$,14,LESSON USER1,1/1/1990,mini:OpeningBalance
15,000-1505-00,Accumulated Depreciation-Furniture & Fixtures,mini:PropertyPlantAndEquipment,BBF,1,12/31/2023,-201014.61,C,BEGINNING BALANCE,Z-US$,15,LESSON USER1,1/1/1990,mini:OpeningBalance
16,000-1510-00,Computer Equipment,mini:PropertyPlantAndEquipment,BBF,1,12/31/2023,125895.23,D,BEGINNING BALANCE,Z-US$,16,LESSON USER1,1/1/1990,mini:OpeningBalance
17,000-1515-00,Accumulated Depreciation-Computer Equipment,mini:PropertyPlantAndEquipment,BBF,1,12/31/2023,-46900.36,C,BEGINNING BALANCE,Z-US$,17,LESSON USER1,1/1/1990,mini:OpeningBalance
18,000-1520-00,Machinery & Equipment,mini:PropertyPlantAndEquipment,BBF,1,12/31/2023,1409884.3,D,BEGINNING BALANCE,Z-US$,18,LESSON USER1,1/1/1990,mini:OpeningBalance
19,000-1525-00,Accumulated Depreciation-Machinery & Equipment,mini:PropertyPlantAndEquipment,BBF,1,12/31/2023,-640078.38,C,BEGINNING BALANCE,Z-US$,19,LESSON USER1,1/1/1990,mini:OpeningBalance
20,000-1530-00,Fleet Vehicles,mini:PropertyPlantAndEquipment,BBF,1,12/31/2023,62500,D,BEGINNING BALANCE,Z-US$,20,LESSON USER1,1/1/1990,mini:OpeningBalance
21,000-1535-00,Accumulated Depreciation-Fleet Vehicles,mini:PropertyPlantAndEquipment,BBF,1,12/31/2023,-19068.3,C,BEGINNING BALANCE,Z-US$,21,LESSON USER1,1/1/1990,mini:OpeningBalance
22,000-1600-00,Computer Software,mini:PropertyPlantAndEquipment,BBF,1,12/31/2023,58975.48,D,BEGINNING BALANCE,Z-US$,22,LESSON USER1,1/1/1990,mini:OpeningBalance
23,000-1610-00,Amortized Software Costs,mini:PropertyPlantAndEquipment,BBF,1,12/31/2023,-26894.01,C,BEGINNING BALANCE,Z-US$,23,LESSON USER1,1/1/1990,mini:OpeningBalance
24,000-2100-00,Accounts Payable,mini:AccountsPayable,BBF,1,12/31/2023,-1061191.35,C,BEGINNING BALANCE,Z-US$,24,LESSON USER1,1/1/1990,mini:OpeningBalance
25,000-2110-00,Accrued Expenses,mini:AccountsPayable,BBF,1,12/31/2023,-25500,C,BEGINNING BALANCE,Z-US$,25,LESSON USER1,1/1/1990,mini:OpeningBalance
26,000-2120-00,Commissions Payable,mini:AccountsPayable,BBF,1,12/31/2023,-48060.97,C,BEGINNING BALANCE,Z-US$,26,LESSON USER1,1/1/1990,mini:OpeningBalance
27,000-2140-00,Accrued Vacation Payable,mini:AccountsPayable,BBF,1,12/31/2023,-18806.7,C,BEGINNING BALANCE,Z-US$,27,LESSON USER1,1/1/1990,mini:OpeningBalance
28,000-2150-00,Taxable Benefits Payable,mini:AccountsPayable,BBF,1,12/31/2023,-1000,C,BEGINNING BALANCE,Z-US$,28,LESSON USER1,1/1/1990,mini:OpeningBalance
29,000-2161-00,IL State Withholding Payable,mini:AccountsPayable,BBF,1,12/31/2023,-2633.92,C,BEGINNING BALANCE,Z-US$,29,LESSON USER1,1/1/1990,mini:OpeningBalance
30,000-2162-00,NE State Witholding Payable,mini:AccountsPayable,BBF,1,12/31/2023,-334.97,C,BEGINNING BALANCE,Z-US$,30,LESSON USER1,1/1/1990,mini:OpeningBalance
31,000-2163-00,IN State Witholding Payable,mini:AccountsPayable,BBF,1,12/31/2023,-106.84,C,BEGINNING BALANCE,Z-US$,31,LESSON USER1,1/1/1990,mini:OpeningBalance
32,000-2164-00,MN State Withholding Payable,mini:AccountsPayable,BBF,1,12/31/2023,-102.63,C,BEGINNING BALANCE,Z-US$,32,LESSON USER1,1/1/1990,mini:OpeningBalance
33,000-2165-00,MO State Withholding Payable,mini:AccountsPayable,BBF,1,12/31/2023,-99.77,C,BEGINNING BALANCE,Z-US$,33,LESSON USER1,1/1/1990,mini:OpeningBalance
34,000-2166-00,Bloomington City Withholding Tax Payable,mini:AccountsPayable,BBF,1,12/31/2023,-15.25,C,BEGINNING BALANCE,Z-US$,34,LESSON USER1,1/1/1990,mini:OpeningBalance
35,000-2170-00,Federal Withholding Payable,mini:AccountsPayable,BBF,1,12/31/2023,-18314.82,C,BEGINNING BALANCE,Z-US$,35,LESSON USER1,1/1/1990,mini:OpeningBalance
36,000-2175-00,FICA Payable,mini:AccountsPayable,BBF,1,12/31/2023,-17698.16,C,BEGINNING BALANCE,Z-US$,36,LESSON USER1,1/1/1990,mini:OpeningBalance
37,000-2180-00,FUTA Payable,mini:AccountsPayable,BBF,1,12/31/2023,-34.88,C,BEGINNING BALANCE,Z-US$,37,LESSON USER1,1/1/1990,mini:OpeningBalance
38,000-2191-00,IL State SUTA Payable,mini:AccountsPayable,BBF,1,12/31/2023,-8.44,C,BEGINNING BALANCE,Z-US$,38,LESSON USER1,1/1/1990,mini:OpeningBalance
39,000-2210-00,401(k) Payable,mini:AccountsPayable,BBF,1,12/31/2023,-3358,C,BEGINNING BALANCE,Z-US$,39,LESSON USER1,1/1/1990,mini:OpeningBalance
40,000-2220-00,Insurance Premiums Payable,mini:AccountsPayable,BBF,1,12/31/2023,-1132.53,C,BEGINNING BALANCE,Z-US$,40,LESSON USER1,1/1/1990,mini:OpeningBalance
41,000-2230-00,Medical Reimbursement Payable,mini:AccountsPayable,BBF,1,12/31/2023,-235.38,C,BEGINNING BALANCE,Z-US$,41,LESSON USER1,1/1/1990,mini:OpeningBalance
42,000-2240-00,Dependent Care Payable,mini:AccountsPayable,BBF,1,12/31/2023,-435,C,BEGINNING BALANCE,Z-US$,42,LESSON USER1,1/1/1990,mini:OpeningBalance
43,000-2270-00,IL Workers Compensation Payable,mini:AccountsPayable,BBF,1,12/31/2023,-839.06,C,BEGINNING BALANCE,Z-US$,43,LESSON USER1,1/1/1990,mini:OpeningBalance
44,000-2272-00,IN Workers Compensation Payable,mini:AccountsPayable,BBF,1,12/31/2023,-103.91,C,BEGINNING BALANCE,Z-US$,44,LESSON USER1,1/1/1990,mini:OpeningBalance
45,000-2275-00,Ontario Workers Compensation Payable,mini:AccountsPayable,BBF,1,12/31/2023,-431.56,C,BEGINNING BALANCE,Z-US$,45,LESSON USER1,1/1/1990,mini:OpeningBalance
46,000-2276-00,Alberta Workers Compensation Payable,mini:AccountsPayable,BBF,1,12/31/2023,-474.71,C,BEGINNING BALANCE,Z-US$,46,LESSON USER1,1/1/1990,mini:OpeningBalance
47,000-2277-00,Quebec Workers Compensation Payable,mini:AccountsPayable,BBF,1,12/31/2023,-258.93,C,BEGINNING BALANCE,Z-US$,47,LESSON USER1,1/1/1990,mini:OpeningBalance
48,000-2280-00,RRSP Payable,mini:AccountsPayable,BBF,1,12/31/2023,-1078.89,C,BEGINNING BALANCE,Z-US$,48,LESSON USER1,1/1/1990,mini:OpeningBalance
49,000-2281-00,CPP Payable,mini:AccountsPayable,BBF,1,12/31/2023,-1294.42,C,BEGINNING BALANCE,Z-US$,49,LESSON USER1,1/1/1990,mini:OpeningBalance
50,000-2282-00,QPP Payable,mini:AccountsPayable,BBF,1,12/31/2023,-330.44,C,BEGINNING BALANCE,Z-US$,50,LESSON USER1,1/1/1990,mini:OpeningBalance
51,000-2283-00,UIC Payable,mini:AccountsPayable,BBF,1,12/31/2023,-1692.55,C,BEGINNING BALANCE,Z-US$,51,LESSON USER1,1/1/1990,mini:OpeningBalance
52,000-2284-00,Quebec Withholding Payable,mini:AccountsPayable,BBF,1,12/31/2023,-1510.45,C,BEGINNING BALANCE,Z-US$,52,LESSON USER1,1/1/1990,mini:OpeningBalance
53,000-2300-00,IL State Sales Tax Payable,mini:AccountsPayable,BBF,1,12/31/2023,-47696.52,C,BEGINNING BALANCE,Z-US$,53,LESSON USER1,1/1/1990,mini:OpeningBalance
54,000-2310-00,Chicago City Sales Tax Payable,mini:AccountsPayable,BBF,1,12/31/2023,-7949.42,C,BEGINNING BALANCE,Z-US$,54,LESSON USER1,1/1/1990,mini:OpeningBalance
55,000-2320-00,GST Collected-Canada,mini:AccountsPayable,BBF,1,12/31/2023,-14903.09,C,BEGINNING BALANCE,Z-US$,55,LESSON USER1,1/1/1990,mini:OpeningBalance
56,000-2321-00,GST Input Tax Credit-Canada,mini:AccountsPayable,BBF,1,12/31/2023,9532.12,D,BEGINNING BALANCE,Z-US$,56,LESSON USER1,1/1/1990,mini:OpeningBalance
57,000-2330-00,Australia Sales Tax Payable,mini:AccountsPayable,BBF,1,12/31/2023,-10645.07,C,BEGINNING BALANCE,Z-US$,57,LESSON USER1,1/1/1990,mini:OpeningBalance
58,000-2340-00,GST Collected -New Zealand,mini:AccountsPayable,BBF,1,12/31/2023,-2129.01,C,BEGINNING BALANCE,Z-US$,58,LESSON USER1,1/1/1990,mini:OpeningBalance
59,000-2410-00,Freight Payable,mini:AccountsPayable,BBF,1,12/31/2023,-579.98,C,BEGINNING BALANCE,Z-US$,59,LESSON USER1,1/1/1990,mini:OpeningBalance
60,000-2420-00,Brokerage Fees Payable,mini:AccountsPayable,BBF,1,12/31/2023,-326.87,C,BEGINNING BALANCE,Z-US$,60,LESSON USER1,1/1/1990,mini:OpeningBalance
61,000-2430-00,Miscellaneous Payable,mini:AccountsPayable,BBF,1,12/31/2023,-212.14,C,BEGINNING BALANCE,Z-US$,61,LESSON USER1,1/1/1990,mini:OpeningBalance
62,000-2500-00,Interest Payable,mini:AccountsPayable,BBF,1,12/31/2023,-1847.5,C,BEGINNING BALANCE,Z-US$,62,LESSON USER1,1/1/1990,mini:OpeningBalance
63,000-2600-00,Federal Income Tax Payable,mini:AccountsPayable,BBF,1,12/31/2023,-215740.4,C,BEGINNING BALANCE,Z-US$,63,LESSON USER1,1/1/1990,mini:OpeningBalance
64,000-2610-00,IL Income Tax Payable,mini:AccountsPayable,BBF,1,12/31/2023,-32361.06,C,BEGINNING BALANCE,Z-US$,64,LESSON USER1,1/1/1990,mini:OpeningBalance
65,000-2710-00,Operating Line of Credit,mini:AccountsPayable,BBF,1,12/31/2023,-25000,C,BEGINNING BALANCE,Z-US$,65,LESSON USER1,1/1/1990,mini:OpeningBalance
66,000-2720-00,Client Deposits,mini:AccountsPayable,BBF,1,12/31/2023,-31250,C,BEGINNING BALANCE,Z-US$,66,LESSON USER1,1/1/1990,mini:OpeningBalance
67,000-2800-00,Current N/P on Vehicles,mini:LongtermDebt,BBF,1,12/31/2023,-1041.66,C,BEGINNING BALANCE,Z-US$,67,LESSON USER1,1/1/1990,mini:OpeningBalance
68,000-2820-00,Current N/P to Stockholders,mini:LongtermDebt,BBF,1,12/31/2023,-10416.44,C,BEGINNING BALANCE,Z-US$,68,LESSON USER1,1/1/1990,mini:OpeningBalance
69,000-2900-00,Notes Payable on Vehicles,mini:LongtermDebt,BBF,1,12/31/2023,-33334.42,C,BEGINNING BALANCE,Z-US$,69,LESSON USER1,1/1/1990,mini:OpeningBalance
70,000-2920-00,Notes Payable to Stockholders,mini:LongtermDebt,BBF,1,12/31/2023,-31251.6,C,BEGINNING BALANCE,Z-US$,70,LESSON USER1,1/1/1990,mini:OpeningBalance
71,000-2930-00,Capital Leases Payable,mini:LongtermDebt,BBF,1,12/31/2023,-285241.57,C,BEGINNING BALANCE,Z-US$,71,LESSON USER1,1/1/1990,mini:OpeningBalance
72,000-3010-00,Common Stock,mini:PaidInCapital,BBF,1,12/31/2023,-782469,C,BEGINNING BALANCE,Z-US$,72,LESSON USER1,1/1/1990,mini:OpeningBalance
73,000-3020-00,Additional Paid-In Capital-Common Stock,mini:PaidInCapital,BBF,1,12/31/2023,-200652.92,C,BEGINNING BALANCE,Z-US$,73,LESSON USER1,1/1/1990,mini:OpeningBalance
74,000-3030-00,Retained Earnings,mini:PaidInCapital,BBF,1,12/31/2023,-332885.07,C,BEGINNING BALANCE,Z-US$,74,LESSON USER1,1/1/1990,mini:OpeningBalance
75,000-3030-00,Retained Earnings,mini:PaidInCapital,BBF,2,12/31/2023,-31324.05,C,Beginning Balances for 1998,Z-C$,75,LESSON USER1,1/1/1990,mini:OpeningBalance
76,000-1101-00,Cash in Bank - Canada,mini:CashAndCashEquivalents,BBF,2,12/31/2023,10510.29,D,Beginning Balances for 1998,Z-C$,76,LESSON USER1,1/1/1990,mini:OpeningBalance
77,000-1271-00,Accounts Receivable - Canada,mini:Receivables,BBF,2,12/31/2023,23066.89,D,Beginning Balances for 1998,Z-C$,77,LESSON USER1,1/1/1990,mini:OpeningBalance
78,000-2101-01,Accounts Payable - Canada,mini:AccountsPayable,BBF,2,12/31/2023,-2253.13,C,Beginning Balances for 1998,Z-C$,78,LESSON USER1,1/1/1990,mini:OpeningBalance
79,000-3030-00,Retained Earnings,mini:PaidInCapital,BBF,3,12/31/2023,-18183.52,C,Beginning Balances for 1998,Z-AUD,79,LESSON USER1,1/1/1990,mini:OpeningBalance
80,000-1102-00,Cash in Bank - Australia,mini:CashAndCashEquivalents,BBF,3,12/31/2023,6573.56,D,Beginning Balances for 1998,Z-AUD,80,LESSON USER1,1/1/1990,mini:OpeningBalance
81,000-1272-00,Accounts Receivables - Australia,mini:Receivables,BBF,3,12/31/2023,12722.12,D,Beginning Balances for 1998,Z-AUD,81,LESSON USER1,1/1/1990,mini:OpeningBalance
82,000-2101-02,Accounts Payable - Australia,mini:AccountsPayable,BBF,3,12/31/2023,-1112.16,C,Beginning Balances for 1998,Z-AUD,82,LESSON USER1,1/1/1990,mini:OpeningBalance
83,000-3030-00,Retained Earnings,mini:PaidInCapital,BBF,4,12/31/2023,-16431.55,C,Beginning Balances for 1998,Z-NZD,83,LESSON USER1,1/1/1990,mini:OpeningBalance
84,000-1103-00,Cash in Bank - New Zealand,mini:CashAndCashEquivalents,BBF,4,12/31/2023,8425.79,D,Beginning Balances for 1998,Z-NZD,84,LESSON USER1,1/1/1990,mini:OpeningBalance
85,000-1273-00,Accounts Receivable - New Zealand,mini:Receivables,BBF,4,12/31/2023,9381.79,D,Beginning Balances for 1998,Z-NZD,85,LESSON USER1,1/1/1990,mini:OpeningBalance
86,000-2101-03,Accounts Payable - New Zealand,mini:AccountsPayable,BBF,4,12/31/2023,-1376.03,C,Beginning Balances for 1998,Z-NZD,86,LESSON USER1,1/1/1990,mini:OpeningBalance
87,000-3030-00,Retained Earnings,mini:PaidInCapital,BBF,6,12/31/2023,-9766.23,C,Beginning Balances for 1998,Z-UK,87,LESSON USER1,1/1/1990,mini:OpeningBalance
88,000-1105-00,Cash in Bank - United Kingdom,mini:CashAndCashEquivalents,BBF,6,12/31/2023,8887.73,D,Beginning Balances for 1998,Z-UK,88,LESSON USER1,1/1/1990,mini:OpeningBalance
89,000-1275-00,Accounts Receivable - United Kingdom,mini:Receivables,BBF,6,12/31/2023,1535.51,D,Beginning Balances for 1998,Z-UK,89,LESSON USER1,1/1/1990,mini:OpeningBalance
90,000-2101-05,Accounts Payable - United Kingdom,mini:AccountsPayable,BBF,6,12/31/2023,-657.01,C,Beginning Balances for 1998,Z-UK,90,LESSON USER1,1/1/1990,mini:OpeningBalance
91,000-3030-00,Retained Earnings,mini:PaidInCapital,BBF,7,12/31/2023,-9776.59,C,Beginning Balances for 1998,Z-SA,91,LESSON USER1,1/1/1990,mini:OpeningBalance
92,000-1106-00,Cash in Bank - South Africa,mini:CashAndCashEquivalents,BBF,7,12/31/2023,5102.55,D,Beginning Balances for 1998,Z-SA,92,LESSON USER1,1/1/1990,mini:OpeningBalance
93,000-1276-00,Accounts Receivable - South Africa,mini:Receivables,BBF,7,12/31/2023,5032.92,D,Beginning Balances for 1998,Z-SA,93,LESSON USER1,1/1/1990,mini:OpeningBalance
94,000-2101-06,Accounts Payable - South Africa,mini:AccountsPayable,BBF,7,12/31/2023,-358.88,C,Beginning Balances for 1998,Z-SA,94,LESSON USER1,1/1/1990,mini:OpeningBalance
95,000-3030-00,Retained Earnings,mini:PaidInCapital,BBF,8,12/31/2023,-6157.71,C,Beginning Balances for 1998,Z-SGD,95,LESSON USER1,1/1/1990,mini:OpeningBalance
96,000-1107-00,Cash in Bank - Singapore,mini:CashAndCashEquivalents,BBF,8,12/31/2023,3772.87,D,Beginning Balances for 1998,Z-SGD,96,LESSON USER1,1/1/1990,mini:OpeningBalance
97,000-1277-00,Accounts Receivable - Singapore,mini:Receivables,BBF,8,12/31/2023,3783.58,D,Beginning Balances for 1998,Z-SGD,97,LESSON USER1,1/1/1990,mini:OpeningBalance
98,000-2101-07,Accounts Payable - Singapore,mini:AccountsPayable,BBF,8,12/31/2023,-1398.74,C,Beginning Balances for 1998,Z-SGD,98,LESSON USER1,1/1/1990,mini:OpeningBalance
99,000-1110-00,Cash - Payroll,mini:CashAndCashEquivalents,CMTRX,9,1/15/2024,76800,D,Bank Transaction Entry,Z-US$,99,LESSON USER1,1/1/1900,mini:ProceedsFromCollectionOfReceivables
100,999-9999-99,Transfer Suspense Account,mini:InterestExpense,CMTRX,9,1/15/2024,-76800,C,Bank Transaction Entry,Z-US$,100,LESSON USER1,1/1/1900,mini:NetIncomeLoss
101,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CMTRX,10,1/15/2024,-76800,C,Bank Transaction Entry,Z-US$,101,LESSON USER1,1/1/1900,mini:PaymentOfAccountsPayable
102,999-9999-99,Transfer Suspense Account,mini:InterestExpense,CMTRX,10,1/15/2024,76800,D,Bank Transaction Entry,Z-US$,102,LESSON USER1,1/1/1900,mini:NetIncomeLoss
103,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CMTRX,11,1/30/2024,-37000,C,Bank Transaction Entry,Z-US$,103,LESSON USER1,1/1/1900,mini:PaymentOfAccountsPayable
104,999-9999-99,Transfer Suspense Account,mini:InterestExpense,CMTRX,11,1/30/2024,37000,D,Bank Transaction Entry,Z-US$,104,LESSON USER1,1/1/1900,mini:NetIncomeLoss
105,000-1110-00,Cash - Payroll,mini:CashAndCashEquivalents,CMTRX,12,1/30/2024,37000,D,Bank Transaction Entry,Z-US$,105,LESSON USER1,1/1/1900,mini:ProceedsFromCollectionOfReceivables
106,999-9999-99,Transfer Suspense Account,mini:InterestExpense,CMTRX,12,1/30/2024,-37000,C,Bank Transaction Entry,Z-US$,106,LESSON USER1,1/1/1900,mini:NetIncomeLoss
107,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CMTRX,13,1/1/2024,-1847.5,C,Bank Transaction Entry,Z-US$,107,LESSON USER1,1/1/1900,mini:PaymentOfAccountsPayable
108,000-2500-00,Interest Payable,mini:AccountsPayable,CMTRX,13,1/1/2024,1847.5,D,Bank Transaction Entry,Z-US$,108,LESSON USER1,1/1/1900,mini:DecreaseFromPaymentAccountsPayable
109,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CMTRX,14,1/15/2024,-1847.5,C,Bank Transaction Entry,Z-US$,109,LESSON USER1,1/1/1900,mini:PaymentOfAccountsPayable
110,000-2500-00,Interest Payable,mini:AccountsPayable,CMTRX,14,1/15/2024,1847.5,D,Bank Transaction Entry,Z-US$,110,LESSON USER1,1/1/1900,mini:DecreaseFromPaymentAccountsPayable
111,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CMTRX,15,1/15/2024,-10000,C,Bank Transaction Entry,Z-US$,111,LESSON USER1,1/1/1900,mini:PaymentOfAccountsPayable
112,000-2710-00,Operating Line of Credit,mini:AccountsPayable,CMTRX,15,1/15/2024,10000,D,Bank Transaction Entry,Z-US$,112,LESSON USER1,1/1/1900,mini:DecreaseFromPaymentAccountsPayable
113,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CMTRX,16,1/15/2024,-25,C,Bank Transaction Entry,Z-US$,113,LESSON USER1,1/1/1900,mini:PaymentOfAccountsPayable
114,999-9999-99,Transfer Suspense Account,mini:InterestExpense,CMTRX,16,1/15/2024,25,D,Bank Transaction Entry,Z-US$,114,LESSON USER1,1/1/1900,mini:NetIncomeLoss
115,000-1130-00,Petty Cash,mini:CashAndCashEquivalents,CMTRX,17,1/15/2024,25,D,Bank Transaction Entry,Z-US$,115,LESSON USER1,1/1/1900,mini:ProceedsFromCollectionOfReceivables
116,999-9999-99,Transfer Suspense Account,mini:InterestExpense,CMTRX,17,1/15/2024,-25,C,Bank Transaction Entry,Z-US$,116,LESSON USER1,1/1/1900,mini:NetIncomeLoss
117,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CMTRX,18,1/15/2024,-3358,C,Bank Transaction Entry,Z-US$,117,LESSON USER1,1/1/1900,mini:PaymentOfAccountsPayable
118,000-2210-00,401(k) Payable,mini:AccountsPayable,CMTRX,18,1/15/2024,3358,D,Bank Transaction Entry,Z-US$,118,LESSON USER1,1/1/1900,mini:DecreaseFromPaymentAccountsPayable
119,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CMTRX,19,1/15/2024,-275,C,Bank Transaction Entry,Z-US$,119,LESSON USER1,1/1/1900,mini:PaymentOfAccountsPayable
120,000-6600-00,Bank Fees,mini:SalesGeneralAndAdministrativeExpenses,CMTRX,19,1/15/2024,275,D,Bank Transaction Entry,Z-US$,120,LESSON USER1,1/1/1900,mini:NetIncomeLoss
121,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CMTRX,20,1/30/2024,-2120,C,Bank Transaction Entry,Z-US$,121,LESSON USER1,1/1/1900,mini:PaymentOfAccountsPayable
122,999-9999-99,Transfer Suspense Account,mini:InterestExpense,CMTRX,20,1/30/2024,2120,D,Bank Transaction Entry,Z-US$,122,LESSON USER1,1/1/1900,mini:NetIncomeLoss
123,000-1120-00,Cash - Flex Benefits Program,mini:CashAndCashEquivalents,CMTRX,21,1/30/2024,2120,D,Bank Transaction Entry,Z-US$,123,LESSON USER1,1/1/1900,mini:ProceedsFromCollectionOfReceivables
124,999-9999-99,Transfer Suspense Account,mini:InterestExpense,CMTRX,21,1/30/2024,-2120,C,Bank Transaction Entry,Z-US$,124,LESSON USER1,1/1/1900,mini:NetIncomeLoss
125,000-1120-00,Cash - Flex Benefits Program,mini:CashAndCashEquivalents,CMTRX,22,1/30/2024,-600,C,Bank Transaction Entry,Z-US$,125,LESSON USER1,1/1/1900,mini:PaymentOfAccountsPayable
126,000-2230-00,Medical Reimbursement Payable,mini:AccountsPayable,CMTRX,22,1/30/2024,600,D,Bank Transaction Entry,Z-US$,126,LESSON USER1,1/1/1900,mini:DecreaseFromPaymentAccountsPayable
127,000-1120-00,Cash - Flex Benefits Program,mini:CashAndCashEquivalents,CMTRX,23,1/30/2024,-1520,C,Bank Transaction Entry,Z-US$,127,LESSON USER1,1/1/1900,mini:PaymentOfAccountsPayable
128,000-2240-00,Dependent Care Payable,mini:AccountsPayable,CMTRX,23,1/30/2024,1520,D,Bank Transaction Entry,Z-US$,128,LESSON USER1,1/1/1900,mini:DecreaseFromPaymentAccountsPayable
129,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CMTRX,24,1/30/2024,-161.2,C,Bank Transaction Entry,Z-US$,129,LESSON USER1,1/1/1900,mini:PaymentOfAccountsPayable
130,000-6780-00,Miscellaneous Expense,mini:SalesGeneralAndAdministrativeExpenses,CMTRX,24,1/30/2024,161.2,D,Bank Transaction Entry,Z-US$,130,LESSON USER1,1/1/1900,mini:NetIncomeLoss
131,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CMTRX,25,1/30/2024,488.54,D,Bank Transaction Entry,Z-US$,131,LESSON USER1,1/1/1900,mini:ProceedsFromCollectionOfReceivables
132,000-7040-00,Miscellaneous Income,mini:InterestExpense,CMTRX,25,1/30/2024,-488.54,C,Bank Transaction Entry,Z-US$,132,LESSON USER1,1/1/1900,mini:NetIncomeLoss
133,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CMTRX,26,1/30/2024,-1118.99,C,Bank Transaction Entry,Z-US$,133,LESSON USER1,1/1/1900,mini:PaymentOfAccountsPayable
134,000-2410-00,Freight Payable,mini:AccountsPayable,CMTRX,26,1/30/2024,579.98,D,Bank Transaction Entry,Z-US$,134,LESSON USER1,1/1/1900,mini:DecreaseFromPaymentAccountsPayable
135,000-2420-00,Brokerage Fees Payable,mini:AccountsPayable,CMTRX,26,1/30/2024,326.87,D,Bank Transaction Entry,Z-US$,135,LESSON USER1,1/1/1900,mini:DecreaseFromPaymentAccountsPayable
136,000-2430-00,Miscellaneous Payable,mini:AccountsPayable,CMTRX,26,1/30/2024,212.14,D,Bank Transaction Entry,Z-US$,136,LESSON USER1,1/1/1900,mini:DecreaseFromPaymentAccountsPayable
137,000-2110-00,Accrued Expenses,mini:AccountsPayable,GJ,27,1/1/2024,25500,D,Reverse Accrual Dec Est. Exp.,Z-US$,137,LESSON USER1,1/1/1990,mini:DecreaseFromPaymentAccountsPayable
